order_item_id,order_id,r_id,f_id,price,quantity,line_amount
2328,1026,58070,fd931846,217,1,217
2329,1026,58070,fd145418,200,1,200
2330,1026,58070,fd431015,181,1,181
2331,1027,357437,fd199319,102,1,102
2332,1027,357437,fd934467,178,1,178
2333,1027,357437,fd581522,171,1,171
2334,1027,357437,fd581522,171,1,171
2335,1028,162670,fd79125,291,1,291
2336,1028,162670,fd435684,354,1,354
2337,1029,421811,fd929093,103,1,103
2338,1029,421811,fd864111,65,1,65
2339,1029,421811,fd675703,106,2,212
2340,1029,421811,fd561267,92,1,92
2341,1029,421811,fd1047257,109,1,109
2342,1030,538863,fd426745,151,2,302
2343,1030,538863,fd68348,185,1,185
2344,1030,538863,fd853595,200,1,200
2345,1031,214710,fd287150,141,1,141
2346,1031,214710,fd898686,269,1,269
2347,1032,132478,fd670585,110,1,110
2348,1033,410626,fd616647,109,1,109
2349,1034,65824,fd126677,203,1,203
2350,1035,451822,fd701970,67,1,67
2351,1036,543630,fd651908,549,1,549
2352,1036,543630,fd43074,239,1,239
2353,1037,5361,fd351602,303,1,303
2354,1037,5361,fd885352,211,1,211
2355,1038,464470,fd951314,148,1,148
2356,1038,464470,fd606160,107,1,107
2357,1039,443134,fd808,200,2,400
2358,1039,443134,fd808,200,1,200
2359,1040,317382,fd144133,95,1,95
2360,1041,50362,fd741118,205,1,205
2361,1042,73504,fd69352,123,1,123
2362,1043,491220,fd469062,83,1,83
2363,1043,491220,fd1045409,146,1,146
2364,1043,491220,fd518171,169,1,169
2365,1043,491220,fd163509,67,1,67
2366,1044,16613,fd234016,210,1,210
2367,1045,29918,fd58686,188,1,188
2368,1045,29918,fd369231,211,1,211
2369,1045,29918,fd140043,96,1,96
2370,1045,29918,fd410577,151,1,151
2371,1046,77045,fd1030346,90,1,90
2372,1046,77045,fd40312,166,1,166
2373,1046,77045,fd1030346,90,1,90
2374,1047,382514,fd274655,313,1,313
2375,1047,382514,fd841202,217,1,217
2376,1048,431364,fd192182,120,1,120
2377,1049,400933,fd35141,89,1,89
2378,1049,400933,fd2945,146,1,146
2379,1049,400933,fd615787,106,1,106
2380,1049,400933,fd11517,53,2,106
2381,1050,792,fd234479,413,1,413
2382,1050,792,fd684943,411,1,411
2383,1051,389812,fd807512,154,1,154
2384,1051,389812,fd806133,89,1,89
2385,1052,241559,fd796985,90,2,180
2386,1052,241559,fd723985,144,1,144
2387,1052,241559,fd723985,144,1,144
2388,1052,241559,fd427100,255,1,255
2389,1053,314882,fd632903,238,1,238
2390,1053,314882,fd632903,238,1,238
2391,1053,314882,fd187091,122,1,122
2392,1054,481195,fd716745,1210,2,2420
2393,1055,230460,fd1026835,238,2,476
2394,1055,230460,fd800255,403,1,403
2395,1055,230460,fd636491,237,2,474
2396,1055,230460,fd14778,188,1,188
2397,1055,230460,fd800255,403,1,403
2398,1056,427771,fd789709,146,1,146
2399,1056,427771,fd970234,250,1,250
2400,1057,348004,fd129449,244,1,244
2401,1058,369747,fd373826,109,1,109
2402,1058,369747,fd800547,99,1,99
2403,1058,369747,fd799957,142,1,142
2404,1058,369747,fd567687,70,2,140
2405,1059,398159,fd365887,249,1,249
2406,1059,398159,fd365887,249,2,498
2407,1059,398159,fd846707,233,1,233
2408,1060,186309,fd406606,114,1,114
2409,1060,186309,fd641351,89,1,89
2410,1060,186309,fd6520,70,1,70
2411,1060,186309,fd548398,72,1,72
2412,1061,267757,fd889152,149,3,447
2413,1061,267757,fd512684,207,1,207
2414,1061,267757,fd145864,118,2,236
2415,1061,267757,fd951302,207,2,414
2416,1061,267757,fd512684,207,1,207
2417,1061,267757,fd816151,79,1,79
2418,1062,380684,fd483022,172,1,172
2419,1062,380684,fd786264,98,3,294
2420,1063,388131,fd153955,156,1,156
2421,1063,388131,fd104320,210,1,210
2422,1063,388131,fd176251,144,1,144
2423,1063,388131,fd176251,144,1,144
2424,1064,99246,fd509586,114,1,114
2425,1064,99246,fd435193,61,1,61
2426,1064,99246,fd461395,68,1,68
2427,1065,58283,fd12368,191,1,191
2428,1065,58283,fd43095,89,1,89
2429,1065,58283,fd751293,166,1,166
2430,1065,58283,fd102147,97,3,291
2431,1066,241027,fd10314,118,1,118
2432,1066,241027,fd1029953,178,1,178
2433,1066,241027,fd1029956,256,3,768
2434,1067,121115,fd546943,38,1,38
2435,1068,56248,fd278870,223,1,223
2436,1068,56248,fd449740,109,1,109
2437,1068,56248,fd584197,300,1,300
2438,1069,429410,fd83304,155,1,155
2439,1069,429410,fd70071,108,1,108
2440,1069,429410,fd375444,145,1,145
2441,1069,429410,fd222680,146,1,146
2442,1070,6824,fd814981,40,1,40
2443,1070,6824,fd814909,15,1,15
2444,1070,6824,fd814964,199,1,199
2445,1070,6824,fd814939,349,1,349
2446,1070,6824,fd814910,209,1,209
2447,1070,6824,fd473382,199,1,199
2448,1071,332308,fd98761,290,1,290
2449,1071,332308,fd831816,175,1,175
2450,1071,332308,fd877410,301,1,301
2451,1072,7327,fd203925,464,1,464
2452,1073,571886,fd135288,103,1,103
2453,1073,571886,fd676838,166,1,166
2454,1073,571886,fd205144,120,1,120
2455,1074,230758,fd124758,126,1,126
2456,1074,230758,fd36237,278,2,556
2457,1074,230758,fd829928,176,2,352
2458,1074,230758,fd477577,98,1,98
2459,1074,230758,fd124758,126,1,126
2460,1075,74376,fd168808,151,1,151
2461,1075,74376,fd66211,76,1,76
2462,1076,52485,fd691601,61,1,61
2463,1077,432587,fd810802,110,1,110
2464,1077,432587,fd913164,145,1,145
2465,1078,172041,fd613874,193,1,193
2466,1078,172041,fd198234,288,2,576
2467,1078,172041,fd273720,217,1,217
2468,1079,4968,fd871748,68,1,68
2469,1080,155268,fd1001025,110,1,110
2470,1080,155268,fd1001025,110,1,110
2471,1080,155268,fd397121,141,1,141
2472,1080,155268,fd708779,271,1,271
2473,1080,155268,fd202741,306,1,306
2474,1080,155268,fd489200,194,1,194
2475,1081,400003,fd1009934,45,1,45
2476,1081,400003,fd1009934,45,1,45
2477,1082,570519,fd615865,163,1,163
2478,1082,570519,fd36129,83,1,83
2479,1082,570519,fd36129,83,1,83
2480,1083,428120,fd1032527,127,1,127
2481,1084,443225,fd1041439,124,1,124
2482,1085,453239,fd129966,47,3,141
2483,1086,173805,fd68496,202,3,606
2484,1086,173805,fd683438,165,2,330
2485,1087,143166,fd898949,287,1,287
2486,1088,396363,fd910791,59,1,59
2487,1088,396363,fd603481,64,1,64
2488,1089,548651,fd884261,95,1,95
2489,1090,419565,fd131192,304,1,304
2490,1090,419565,fd192741,215,1,215
2491,1091,92998,fd674460,170,1,170
2492,1091,92998,fd42880,200,1,200
2493,1092,392154,fd589529,88,1,88
2494,1092,392154,fd482602,99,1,99
2495,1093,197571,fd423487,105,1,105
2496,1093,197571,fd464453,199,1,199
2497,1093,197571,fd538491,218,1,218
2498,1093,197571,fd724230,184,1,184
2499,1094,75966,fd340994,129,1,129
2500,1094,75966,fd340995,129,2,258
2501,1095,346023,fd813700,118,1,118
2502,1095,346023,fd775705,166,1,166
2503,1096,300252,fd987958,173,1,173
2504,1096,300252,fd167302,308,1,308
2505,1097,150052,fd324645,132,1,132
2506,1097,150052,fd770507,154,1,154
2507,1098,72524,fd96770,142,1,142
2508,1098,72524,fd1018810,164,1,164
2509,1099,571937,fd917498,121,3,363
2510,1099,571937,fd916936,152,1,152
2511,1100,267152,fd705793,201,1,201
2512,1100,267152,fd287486,159,1,159
2513,1100,267152,fd287486,159,1,159
2514,1101,430247,fd12526,40,1,40
2515,1101,430247,fd11008,40,3,120
2516,1101,430247,fd480116,135,3,405
2517,1102,504589,fd268378,167,1,167
2518,1102,504589,fd1018611,173,1,173
2519,1103,64991,fd955926,52,1,52
2520,1103,64991,fd349494,50,1,50
2521,1104,431820,fd487964,91,1,91
2522,1104,431820,fd349151,268,1,268
2523,1105,329191,fd914758,114,1,114
2524,1106,462739,fd39843,99,2,198
2525,1106,462739,fd885877,191,1,191
2526,1106,462739,fd39843,99,1,99
2527,1107,110680,fd416950,85,1,85
2528,1107,110680,fd835638,231,1,231
2529,1107,110680,fd416950,85,1,85
2530,1107,110680,fd916154,183,1,183
2531,1107,110680,fd757728,210,1,210
2532,1107,110680,fd176026,93,2,186
2533,1108,312805,fd179638,181,3,543
2534,1109,338899,fd180912,259,1,259
2535,1109,338899,fd787085,215,2,430
2536,1109,338899,fd213088,172,1,172
2537,1110,353956,fd22888,127,1,127
2538,1111,184473,fd468678,97,1,97
2539,1112,164742,fd314673,290,1,290
2540,1113,135693,fd355987,108,1,108
2541,1113,135693,fd139102,252,2,504
2542,1113,135693,fd394619,240,1,240
2543,1113,135693,fd355987,108,1,108
2544,1114,146339,fd104724,63,3,189
2545,1114,146339,fd104724,63,1,63
2546,1114,146339,fd747022,156,1,156
2547,1114,146339,fd2371,166,1,166
2548,1115,518651,fd867987,290,1,290
2549,1115,518651,fd39748,156,1,156
2550,1116,78519,fd789377,125,1,125
2551,1116,78519,fd601033,214,1,214
2552,1116,78519,fd722988,135,1,135
2553,1116,78519,fd601033,214,1,214
2554,1116,78519,fd601033,214,2,428
2555,1117,528779,fd999181,174,1,174
2556,1117,528779,fd1005104,227,1,227
2557,1118,520661,fd179329,151,1,151
2558,1118,520661,fd969870,110,1,110
2559,1118,520661,fd1015959,115,1,115
2560,1119,546862,fd772974,241,1,241
2561,1119,546862,fd590700,233,1,233
2562,1119,546862,fd122778,116,1,116
2563,1120,527940,fd804421,151,1,151
2564,1120,527940,fd597380,136,1,136
2565,1121,156874,fd201746,132,2,264
2566,1121,156874,fd98068,171,1,171
2567,1121,156874,fd98068,171,2,342
2568,1121,156874,fd572611,77,1,77
2569,1122,66229,fd94044,189,1,189
2570,1122,66229,fd529275,111,1,111
2571,1122,66229,fd94044,189,3,567
2572,1123,544874,fd273012,403,1,403
2573,1123,544874,fd700162,129,1,129
2574,1123,544874,fd644113,169,1,169
2575,1124,463687,fd56136,47,1,47
2576,1124,463687,fd966758,83,2,166
2577,1125,318926,fd608390,215,2,430
2578,1125,318926,fd193899,240,1,240
2579,1126,424291,fd358386,129,1,129
2580,1126,424291,fd1047139,149,1,149
2581,1126,424291,fd826031,254,1,254
2582,1127,51509,fd970228,380,3,1140
2583,1127,51509,fd457947,200,1,200
2584,1127,51509,fd655318,510,1,510
2585,1127,51509,fd794436,494,1,494
2586,1128,127294,fd929667,86,2,172
2587,1128,127294,fd646282,62,1,62
2588,1129,655,fd30322,129,1,129
2589,1129,655,fd956812,170,2,340
2590,1130,59810,fd571887,701,1,701
2591,1131,167116,fd2065,150,1,150
2592,1131,167116,fd112336,165,1,165
2593,1131,167116,fd669564,198,1,198
2594,1132,410270,fd449878,213,1,213
2595,1132,410270,fd907047,239,1,239
2596,1132,410270,fd487307,183,1,183
2597,1133,70859,fd587534,389,1,389
2598,1134,451291,fd174968,238,1,238
2599,1134,451291,fd174968,238,1,238
2600,1135,557709,fd596794,57,1,57
2601,1135,557709,fd662418,69,1,69
2602,1135,557709,fd242133,59,1,59
2603,1136,67041,fd1043249,96,1,96
2604,1136,67041,fd231239,63,1,63
2605,1137,437175,fd471501,161,1,161
2606,1137,437175,fd769328,84,2,168
2607,1138,137701,fd47104,150,1,150
2608,1138,137701,fd47235,265,1,265
2609,1139,126984,fd831320,122,2,244
2610,1139,126984,fd850509,133,1,133
2611,1139,126984,fd536105,209,1,209
2612,1140,10359,fd310034,216,1,216
2613,1141,425815,fd153470,65,1,65
2614,1141,425815,fd153470,65,1,65
2615,1142,290346,fd789001,296,1,296
2616,1143,289843,fd136784,150,2,300
2617,1144,223408,fd333592,138,1,138
2618,1145,510082,fd133883,137,1,137
2619,1145,510082,fd860559,85,2,170
2620,1146,46558,fd179988,273,2,548
2621,1147,399125,fd589678,191,1,191
2622,1148,4497,fd697500,232,1,232
2623,1148,4497,fd430819,161,1,161
2624,1148,4497,fd3921,214,1,214
2625,1148,4497,fd251650,138,1,138
2626,1148,4497,fd446855,132,1,132
2627,1149,386165,fd666234,98,1,98
2628,1149,386165,fd968727,44,1,44
2629,1149,386165,fd301592,129,1,129
2630,1149,386165,fd843501,93,1,93
2631,1150,509210,fd830071,86,1,86
2632,1150,509210,fd159915,146,1,146
2633,1150,509210,fd24026,247,1,247
2634,1151,565784,fd855777,92,1,92
2635,1152,439012,fd761474,210,1,210
2636,1152,439012,fd47235,180,1,180
2637,1152,439012,fd8195,190,1,190
2638,1152,439012,fd761526,320,2,640
2639,1153,82918,fd854882,114,2,228
2640,1153,82918,fd356669,78,1,78
2641,1153,82918,fd854882,114,1,114
2642,1154,54214,fd404664,93,2,186
2643,1154,54214,fd250639,175,1,175
2644,1155,5908,fd1012151,607,1,607
2645,1156,218518,fd644908,215,1,215
2646,1156,218518,fd546954,82,2,164
2647,1156,218518,fd336702,96,1,96
2648,1156,218518,fd47605,71,1,71
2649,1156,218518,fd546954,82,1,82
2650,1157,450201,fd833918,103,1,103
2651,1157,450201,fd475865,40,1,40
2652,1157,450201,fd475865,40,1,40
2653,1157,450201,fd855672,122,1,122
2654,1157,450201,fd896856,60,1,60
2655,1157,450201,fd855672,122,1,122
2656,1158,258783,fd748341,63,1,63
2657,1159,296533,fd664861,254,1,254
2658,1159,296533,fd360746,194,1,194
2659,1159,296533,fd664861,254,1,254
2660,1159,296533,fd851926,133,1,133
2661,1160,158363,fd842746,234,1,234
2662,1161,432877,fd1041569,170,1,170
2663,1161,432877,fd1034303,83,1,83
2664,1162,433830,fd155615,244,1,244
2665,1162,433830,fd719905,170,2,340
2666,1163,193493,fd548915,237,1,237
2667,1164,433264,fd4815,290,1,290
2668,1165,400006,fd400079,159,1,159
2669,1165,400006,fd859173,104,1,104
2670,1166,363699,fd130204,111,2,222
2671,1167,494520,fd306587,216,2,432
2672,1167,494520,fd800716,202,1,202
2673,1167,494520,fd819311,220,1,220
2674,1167,494520,fd147437,162,1,162
2675,1167,494520,fd819311,220,1,220
2676,1167,494520,fd910355,84,1,84
2677,1168,550380,fd884044,114,1,114
2678,1168,550380,fd797975,154,1,154
2679,1169,521243,fd121561,77,3,231
2680,1170,173862,fd34420,310,1,310
2681,1170,173862,fd858016,216,1,216
2682,1170,173862,fd566438,180,1,180
2683,1170,173862,fd3606,305,1,305
2684,1170,173862,fd104535,294,1,294
2685,1170,173862,fd858016,216,2,432
2686,1171,563916,fd83463,168,2,336
2687,1172,540595,fd397020,103,1,103
2688,1172,540595,fd101996,52,1,52
2689,1173,66115,fd357274,52,1,52
2690,1174,73657,fd682118,350,1,350
2691,1174,73657,fd682005,340,1,340
2692,1175,535680,fd430117,143,1,143
2693,1175,535680,fd233816,217,1,217
2694,1176,78288,fd226195,178,1,178
2695,1176,78288,fd288154,180,1,180
2696,1176,78288,fd323914,179,1,179
2697,1177,426910,fd149528,239,1,239
2698,1177,426910,fd833538,171,1,171
2699,1177,426910,fd24322,158,1,158
2700,1178,410951,fd100401,74,1,74
2701,1178,410951,fd100401,74,1,74
2702,1179,88754,fd13729,114,1,114
2703,1179,88754,fd786263,198,1,198
2704,1180,381082,fd7898,195,3,585
2705,1180,381082,fd3794,235,1,235
2706,1181,478608,fd135641,94,1,94
2707,1181,478608,fd537864,96,1,96
2708,1181,478608,fd780780,201,1,201
2709,1181,478608,fd419565,173,1,173
2710,1182,526746,fd184986,111,1,111
2711,1182,526746,fd426143,145,1,145
2712,1182,526746,fd426143,145,1,145
2713,1182,526746,fd649,159,1,159
2714,1182,526746,fd184986,111,1,111
2715,1183,516869,fd239223,100,1,100
2716,1183,516869,fd239223,100,2,200
2717,1183,516869,fd651528,95,2,190
2718,1183,516869,fd410305,125,2,250
2719,1184,175037,fd376369,392,1,392
2720,1184,175037,fd492051,219,1,219
2721,1185,67659,fd765048,257,1,257
2722,1185,67659,fd106353,171,1,171
2723,1186,194545,fd347242,97,1,97
2724,1187,23098,fd756549,313,1,313
2725,1187,23098,fd835396,109,1,109
2726,1188,221037,fd747717,201,1,201
2727,1189,34785,fd383681,178,2,356
2728,1189,34785,fd116490,71,1,71
2729,1189,34785,fd663313,82,1,82
2730,1190,266530,fd471430,238,1,238
2731,1190,266530,fd888702,275,1,275
2732,1191,151184,fd1045858,57,1,57
2733,1191,151184,fd928562,48,1,48
2734,1192,67827,fd173429,103,1,103
2735,1192,67827,fd350085,143,1,143
2736,1192,67827,fd1026902,245,1,245
2737,1192,67827,fd173429,103,1,103
2738,1193,18360,fd79642,254,1,254
2739,1193,18360,fd369903,242,1,242
2740,1193,18360,fd474350,99,1,99
2741,1194,407290,fd287044,118,1,118
2742,1195,407205,fd68570,105,2,210
2743,1195,407205,fd68570,105,1,105
2744,1196,405204,fd656464,32,1,32
2745,1197,22299,fd297133,116,1,116
2746,1197,22299,fd552331,54,1,54
2747,1198,177286,fd799583,128,3,384
2748,1199,71436,fd679234,396,1,396
2749,1199,71436,fd1043697,170,1,170
2750,1200,379167,fd5171,180,2,360
2751,1200,379167,fd11701,170,2,340
2752,1200,379167,fd496797,330,1,330
2753,1201,220157,fd3529,69,1,69
2754,1201,220157,fd306482,83,1,83
2755,1202,27573,fd803318,253,1,253
2756,1202,27573,fd803318,253,1,253
2757,1202,27573,fd609870,242,1,242
2758,1203,413262,fd857529,254,1,254
2759,1204,80580,fd597122,153,2,306
2760,1205,427228,fd319036,244,1,244
2761,1205,427228,fd344476,352,1,352
2762,1205,427228,fd159507,622,1,622
2763,1205,427228,fd316927,601,1,601
2764,1205,427228,fd344476,352,1,352
2765,1206,444667,fd1037751,205,1,205
2766,1207,231848,fd3797,245,1,245
2767,1207,231848,fd871041,220,1,220
2768,1207,231848,fd2557,190,1,190
2769,1208,381767,fd795848,167,2,334
2770,1209,238554,fd568638,184,2,368
2771,1209,238554,fd876914,186,1,186
2772,1209,238554,fd285395,174,1,174
2773,1209,238554,fd689028,210,1,210
2774,1210,35284,fd662288,329,1,329
2775,1211,563764,fd305451,118,1,118
2776,1211,563764,fd880413,121,1,121
2777,1212,444968,fd149294,240,1,240
2778,1212,444968,fd149294,240,2,480
2779,1213,234634,fd118584,167,3,501
2780,1213,234634,fd330413,63,2,126
2781,1213,234634,fd578831,120,1,120
2782,1214,289257,fd750567,98,2,196
2783,1215,447352,fd867790,309,1,309
2784,1215,447352,fd613021,183,2,366
2785,1216,330080,fd804639,235,1,235
2786,1216,330080,fd985023,270,1,270
2787,1216,330080,fd143915,288,1,288
2788,1217,340944,fd339790,134,1,134
2789,1218,522518,fd559611,178,1,178
2790,1218,522518,fd238652,171,1,171
2791,1219,363163,fd561250,136,2,272
2792,1220,101055,fd274519,204,1,204
2793,1221,343555,fd484633,140,1,140
2794,1221,343555,fd484611,280,3,840
2795,1222,462679,fd734804,177,1,177
2796,1222,462679,fd644517,105,1,105
2797,1222,462679,fd478235,149,1,149
2798,1222,462679,fd302696,91,2,182
2799,1223,110014,fd757246,143,1,143
2800,1223,110014,fd981768,108,1,108
2801,1224,533551,fd277332,260,1,260
2802,1224,533551,fd483620,119,1,119
2803,1225,507354,fd25348,222,2,444
2804,1225,507354,fd716926,93,1,93
2805,1226,295917,fd294518,237,1,237
2806,1226,295917,fd88435,205,1,205
2807,1226,295917,fd88435,205,1,205
2808,1226,295917,fd668151,250,1,250
2809,1226,295917,fd648396,222,3,666
2810,1227,541684,fd90634,79,1,79
2811,1227,541684,fd726972,67,1,67
2812,1227,541684,fd444419,126,2,252
2813,1228,304235,fd662467,26,1,26
2814,1228,304235,fd944889,35,1,35
2815,1228,304235,fd710697,24,1,24
2816,1229,458400,fd741867,109,1,109
2817,1229,458400,fd813668,47,1,47
2818,1230,529070,fd821805,114,1,114
2819,1230,529070,fd821805,114,1,114
2820,1230,529070,fd821805,114,1,114
2821,1231,79605,fd862960,132,1,132
2822,1231,79605,fd326052,112,1,112
2823,1232,58772,fd313086,128,1,128
2824,1232,58772,fd22951,127,1,127
2825,1232,58772,fd339794,134,1,134
2826,1232,58772,fd981863,120,2,240
2827,1232,58772,fd797853,179,1,179
2828,1233,390842,fd74244,150,1,150
2829,1233,390842,fd74244,150,1,150
2830,1233,390842,fd74244,150,1,150
2831,1233,390842,fd623313,210,2,420
2832,1233,390842,fd1016276,149,1,149
2833,1234,467226,fd121329,388,1,388
2834,1234,467226,fd662266,180,1,180
2835,1234,467226,fd668742,404,1,404
2836,1235,340078,fd1033006,172,1,172
2837,1236,541830,fd101825,88,1,88
2838,1236,541830,fd645120,131,1,131
2839,1237,492744,fd114587,20,1,20
2840,1237,492744,fd381668,34,1,34
2841,1237,492744,fd898446,38,1,38
2842,1237,492744,fd396793,36,1,36
2843,1237,492744,fd898446,38,1,38
2844,1238,57964,fd125140,112,1,112
2845,1238,57964,fd1026612,81,1,81
2846,1239,303445,fd242276,267,1,267
2847,1239,303445,fd862781,226,1,226
2848,1240,64279,fd246079,62,1,62
2849,1240,64279,fd907165,74,1,74
2850,1240,64279,fd627271,82,2,164
2851,1240,64279,fd1008090,56,1,56
2852,1241,557324,fd897130,164,1,164
2853,1241,557324,fd459301,245,1,245
2854,1242,74605,fd9388,428,1,428
2855,1243,111631,fd6609,296,2,592
2856,1244,473790,fd135675,83,1,83
2857,1244,473790,fd758810,129,1,129
2858,1244,473790,fd230578,119,1,119
2859,1245,325132,fd884870,128,1,128
2860,1245,325132,fd670131,171,2,342
2861,1246,40595,fd981585,148,1,148
2862,1246,40595,fd305661,199,2,398
2863,1247,566819,fd295775,55,1,55
2864,1248,319701,fd566513,104,1,104
2865,1248,319701,fd566513,104,1,104
2866,1249,333748,fd463368,74,2,148
2867,1249,333748,fd2760,97,1,97
2868,1249,333748,fd75794,75,1,75
2869,1250,14055,fd615339,147,1,147
2870,1250,14055,fd546752,346,1,346
2871,1250,14055,fd164392,226,2,452
2872,1251,64268,fd307061,262,1,262
2873,1252,371552,fd700037,80,1,80
2874,1253,387802,fd246596,76,1,76
2875,1253,387802,fd927713,61,1,61
2876,1253,387802,fd140714,59,1,59
2877,1254,353606,fd902151,40,2,80
2878,1254,353606,fd606782,179,1,179
2879,1254,353606,fd873055,199,1,199
2880,1255,433379,fd949631,239,1,239
2881,1255,433379,fd855712,254,1,254
2882,1256,506,fd884213,339,2,678
2883,1257,55646,fd235685,168,1,168
2884,1257,55646,fd710006,54,1,54
2885,1257,55646,fd1019819,162,1,162
2886,1257,55646,fd108128,102,1,102
2887,1258,295255,fd1024047,165,1,165
2888,1258,295255,fd850914,88,1,88
2889,1258,295255,fd850914,88,1,88
2890,1259,6298,fd126845,402,1,402
2891,1259,6298,fd639811,359,3,1077
2892,1260,341011,fd326304,358,1,358
2893,1260,341011,fd744240,128,2,256
2894,1261,444179,fd121560,209,1,209
2895,1261,444179,fd93411,165,1,165
2896,1261,444179,fd388850,121,1,121
2897,1262,136346,fd3754,253,2,506
2898,1262,136346,fd685989,498,1,498
2899,1262,136346,fd3754,253,1,253
2900,1263,528358,fd606389,231,1,231
2901,1263,528358,fd467099,233,3,699
2902,1264,476165,fd392486,104,1,104
2903,1264,476165,fd392486,104,1,104
2904,1265,521326,fd867950,214,1,214
2905,1265,521326,fd164795,224,3,672
2906,1265,521326,fd809393,115,2,230
2907,1266,528234,fd542515,103,1,103
2908,1266,528234,fd203896,112,1,112
2909,1267,224025,fd324829,155,1,155
2910,1267,224025,fd428762,334,3,1002
2911,1267,224025,fd49,283,1,283
2912,1267,224025,fd580015,191,1,191
2913,1267,224025,fd49,283,1,283
2914,1267,224025,fd956829,231,1,231
2915,1268,7956,fd112280,1227,1,1227
2916,1268,7956,fd919963,605,1,605
2917,1269,561430,fd509109,96,2,192
2918,1270,464329,fd69674,194,1,194
2919,1271,381297,fd141444,125,1,125
2920,1271,381297,fd147491,103,1,103
2921,1271,381297,fd265988,56,1,56
2922,1272,445940,fd664961,100,1,100
2923,1272,445940,fd693014,130,1,130
2924,1272,445940,fd656284,64,1,64
2925,1272,445940,fd918385,48,2,96
2926,1272,445940,fd599441,86,1,86
2927,1273,459626,fd432437,78,1,78
2928,1273,459626,fd39979,183,1,183
2929,1274,477319,fd75418,96,1,96
2930,1274,477319,fd270749,92,2,184
2931,1274,477319,fd866248,44,1,44
2932,1275,293472,fd157911,139,3,417
2933,1276,473085,fd124115,159,1,159
2934,1276,473085,fd252654,319,1,319
2935,1277,524703,fd780704,66,1,66
2936,1277,524703,fd230651,32,1,32
2937,1278,499861,fd431761,147,1,147
2938,1279,185996,fd609295,390,1,390
2939,1280,465882,fd43437,267,1,267
2940,1280,465882,fd545887,245,1,245
2941,1280,465882,fd365950,182,1,182
2942,1281,415206,fd662691,138,1,138
2943,1282,290731,fd80185,170,1,170
2944,1282,290731,fd1042221,90,1,90
2945,1282,290731,fd830184,179,1,179
2946,1282,290731,fd80185,170,1,170
2947,1283,262051,fd880444,249,1,249
2948,1284,48083,fd787223,64,1,65
2949,1285,390069,fd473908,128,1,128
2950,1285,390069,fd27478,120,1,120
2951,1286,330117,fd663698,118,1,118
2952,1286,330117,fd939169,76,2,152
2953,1287,535329,fd764390,259,1,259
2954,1287,535329,fd651817,129,1,129
2955,1287,535329,fd1690,189,1,189
2956,1287,535329,fd764313,219,1,219
2957,1288,216658,fd107395,110,1,110
2958,1288,216658,fd738627,76,1,76
2959,1288,216658,fd107395,110,1,110
2960,1288,216658,fd85381,106,1,106
2961,1289,521784,fd2909,92,1,92
2962,1289,521784,fd2909,92,1,92
2963,1290,389876,fd103490,144,1,144
2964,1291,223407,fd264069,154,1,154
2965,1291,223407,fd157654,213,1,213
2966,1292,103123,fd726858,162,1,162
2967,1292,103123,fd461265,116,1,116
2968,1292,103123,fd726858,162,1,162
2969,1292,103123,fd387452,299,1,299
2970,1292,103123,fd461265,116,2,232
2971,1293,455476,fd24933,75,3,225
2972,1293,455476,fd24933,75,3,225
2973,1293,455476,fd507745,129,1,129
2974,1293,455476,fd96811,149,1,149
2975,1293,455476,fd1045,149,1,149
2976,1294,100721,fd365746,269,1,269
2977,1294,100721,fd823360,156,1,156
2978,1295,462918,fd847853,199,1,199
2979,1295,462918,fd236412,113,1,113
2980,1296,45896,fd655218,101,1,101
2981,1296,45896,fd266438,75,2,150
2982,1297,516840,fd1003518,145,1,145
2983,1298,380152,fd498639,150,1,150
2984,1298,380152,fd498672,270,1,270
2985,1299,393372,fd364027,42,2,84
2986,1300,364460,fd47103,125,2,250
2987,1301,505240,fd836014,199,1,199
2988,1301,505240,fd899138,414,1,414
2989,1301,505240,fd521431,313,1,313
2990,1302,538905,fd866047,86,1,86
2991,1303,62730,fd1006142,135,1,135
2992,1303,62730,fd509096,142,1,142
2993,1304,258069,fd774778,172,1,172
2994,1304,258069,fd544676,156,2,312
2995,1304,258069,fd644908,86,1,86
2996,1304,258069,fd471175,200,1,200
2997,1305,531949,fd115723,150,1,150
2998,1305,531949,fd35792,100,1,100
2999,1305,531949,fd204264,200,2,400
3000,1305,531949,fd204272,270,1,270
3001,1306,330317,fd107190,119,1,119
3002,1306,330317,fd107190,119,2,238
3003,1306,330317,fd24182,140,1,140
3004,1306,330317,fd47102,251,1,251
3005,1307,175707,fd327116,110,1,110
3006,1307,175707,fd8130,117,1,117
3007,1307,175707,fd327116,110,1,110
3008,1308,25406,fd1005360,359,1,359
3009,1308,25406,fd721107,108,1,108
3010,1309,138744,fd590015,160,1,160
3011,1309,138744,fd590029,160,2,320
3012,1309,138744,fd590035,45,1,45
3013,1310,226786,fd147407,130,3,390
3014,1311,457883,fd166273,25,2,50
3015,1311,457883,fd166273,25,1,25
3016,1311,457883,fd20682,31,1,31
3017,1312,343489,fd691982,154,1,155
3018,1312,343489,fd2641,174,1,174
3019,1312,343489,fd456882,174,1,174
3020,1313,237198,fd684013,41,1,41
3021,1314,462158,fd605476,159,3,477
3022,1314,462158,fd130463,113,1,113
3023,1315,116197,fd466549,101,2,202
