order_id,order_timestamp,order_date,user_id,r_id,restaurant_city,cuisine,items_count,sales_qty,subtotal,discount,delivery_fee,gst,sales_amount,currency,payment_method,order_status,customer_rating,delivery_time_min
724,2026-02-24 07:54:39,2026-02-24,306,170704,"Adajan,Surat","Fast Food,Snacks",3,5,375,147,15,19,262,INR,UPI,Delivered,4.0,30.0
725,2026-04-14 21:48:05,2026-04-14,91169,114269,"Laxmi Nagar,Delhi",North Indian,4,5,980,0,15,49,1044,INR,UPI,Refunded,,
726,2024-03-15 08:04:15,2024-03-15,62560,53270,"Maninagar,Ahmedabad",North Indian,1,1,220,70,15,11,176,INR,COD,Delivered,,35.0
727,2025-05-30 13:35:41,2025-05-30,86333,554805,"Governorpet,Vijayawada","Beverages,South Indian",2,3,241,0,25,12,278,INR,UPI,Delivered,,44.0
728,2025-03-08 13:54:30,2025-03-08,79087,432004,"Battarahalli,Bangalore","Biryani,South Indian",2,2,595,89,0,30,536,INR,NetBanking,Delivered,3.0,8.0
729,2026-04-29 21:25:41,2026-04-29,42432,367456,Patna,"Chinese,Tandoor",3,5,576,76,15,29,544,INR,UPI,Delivered,,27.0
730,2024-04-28 19:12:00,2024-04-28,64208,229148,"Howrah,Kolkata","Indian,American",4,4,713,0,0,36,749,INR,UPI,Delivered,5.0,38.0
731,2024-07-05 18:26:37,2024-07-05,94925,37680,"Navrangpura,Ahmedabad","Desserts,Bakery",2,2,698,0,0,35,733,INR,Card,Delivered,3.0,8.0
732,2026-01-10 19:26:47,2026-01-10,76229,325622,"Mehdipatnam,Hyderabad","Beverages,Desserts",1,1,103,30,0,5,78,INR,UPI,Delivered,4.0,43.0
733,2026-01-24 11:37:07,2026-01-24,78442,414582,Deoghar,"Chinese,North Indian",1,1,185,31,25,9,188,INR,Card,Delivered,,18.0
734,2024-09-06 12:44:34,2024-09-06,35694,438087,"Mahadevpura,Bangalore","Maharashtrian,North Indian",1,1,98,0,35,5,138,INR,UPI,Delivered,,34.0
735,2024-05-04 16:06:13,2024-05-04,44808,354726,Thanjavur,"South Indian,North Indian",2,2,384,129,0,19,274,INR,UPI,Delivered,3.0,38.0
736,2024-12-27 10:24:27,2024-12-27,1485,56920,"Sanjay Nagar, New BEL Road,Bangalore","Healthy Food,Keto",3,3,628,0,25,31,684,INR,NetBanking,Delivered,3.0,35.0
737,2026-02-18 01:43:54,2026-02-18,23422,70323,Kanpur,"Chinese,North Indian",5,7,630,0,20,32,682,INR,Card,Delivered,4.0,13.0
738,2025-07-20 20:08:22,2025-07-20,47798,172297,Bhiwadi,North Indian,2,2,118,47,20,6,97,INR,Wallet,Delivered,4.0,32.0
739,2026-06-03 20:29:31,2026-06-03,84188,477606,Karunagappaly,"Chinese,Beverages",2,3,326,124,25,16,243,INR,Card,Delivered,5.0,33.0
740,2025-07-25 17:30:45,2025-07-25,78422,541623,"Baner,Pune","Fast Food,Snacks",2,3,825,266,15,41,615,INR,COD,Delivered,5.0,23.0
741,2024-10-18 16:33:27,2024-10-18,92375,28173,"Mylapore,Chennai",North Indian,3,4,833,164,25,42,736,INR,UPI,Delivered,,46.0
742,2025-11-05 17:24:40,2025-11-05,46036,51915,"Howrah,Kolkata","South Indian,Snacks",5,5,507,0,15,25,547,INR,Card,Delivered,5.0,19.0
743,2024-11-09 23:08:13,2024-11-09,63248,549872,Kottayam,Biryani,1,2,518,53,35,26,526,INR,Wallet,Delivered,,54.0
744,2024-12-26 18:24:06,2024-12-26,32553,161007,"Central Bangalore,Bangalore","Chinese,Thai",3,3,513,133,0,26,406,INR,UPI,Delivered,3.0,25.0
745,2026-05-26 22:35:00,2026-05-26,72613,419717,Yamuna-nagar,North Indian,1,1,99,0,0,5,104,INR,Card,Delivered,4.0,27.0
746,2025-07-04 21:30:50,2025-07-04,88618,254138,Yamuna-nagar,American,2,2,587,0,25,29,641,INR,UPI,Delivered,5.0,33.0
747,2025-09-28 19:29:19,2025-09-28,74752,292533,Cuttack,"North Indian,Chinese",3,4,560,90,25,28,523,INR,Wallet,Delivered,,13.0
748,2024-05-06 17:39:31,2024-05-06,46622,452757,Malappuram,"Indian,Chinese",2,3,484,159,15,24,364,INR,Wallet,Delivered,4.0,34.0
749,2026-01-14 13:09:48,2026-01-14,878,493001,Chidambaram,"Indian,North Indian",2,2,325,95,0,16,246,INR,Wallet,Delivered,4.0,9.0
750,2025-05-05 19:22:03,2025-05-05,84549,13948,"Kondapur,Hyderabad",Pizzas,1,3,318,57,0,16,277,INR,UPI,Delivered,5.0,19.0
751,2025-02-10 14:35:17,2025-02-10,80179,93954,"sohna road,Gurgaon","Mexican,American",1,1,202,0,35,10,247,INR,UPI,Cancelled,,
752,2025-04-04 20:29:17,2025-04-04,40203,36995,"Burrabazar,Kolkata","Mughlai,North Indian",3,3,568,0,25,28,621,INR,Card,Delivered,,34.0
753,2025-05-05 14:02:23,2025-05-05,56551,373210,"Banjara Hills,Hyderabad","Italian,Indian",2,2,845,0,0,42,887,INR,UPI,Refunded,,
754,2025-01-09 16:53:41,2025-01-09,26057,364589,"Vijay Nagar,Indore","Tandoor,Biryani",1,1,210,0,25,10,245,INR,Wallet,Delivered,4.0,34.0
755,2025-06-29 12:19:06,2025-06-29,45483,123443,"Greater Kailash 2,Delhi","Bakery,Desserts",1,1,238,0,35,12,285,INR,UPI,Delivered,5.0,28.0
756,2024-11-01 09:13:20,2024-11-01,50331,201174,Erode,South Indian,4,4,369,77,20,18,330,INR,UPI,Delivered,4.0,27.0
757,2024-05-21 12:46:32,2024-05-21,93910,355184,Sultanpur,Indian,1,1,119,33,20,6,112,INR,UPI,Delivered,3.0,39.0
758,2024-11-29 11:53:45,2024-11-29,91983,233156,"Mulund,Mumbai","North Indian,Chinese",2,3,410,0,15,20,445,INR,NetBanking,Delivered,4.0,43.0
759,2025-09-21 20:56:02,2025-09-21,34978,387377,Gwalior,North Indian,4,4,139,0,20,7,166,INR,Wallet,Delivered,5.0,13.0
760,2025-01-20 15:47:51,2025-01-20,93016,346394,"Ashok Vihar,Delhi","Pizzas,Snacks",2,2,436,0,0,22,458,INR,Wallet,Delivered,5.0,37.0
761,2026-05-26 21:17:21,2026-05-26,18650,466104,"Aminabad,Lucknow","North Indian,Chinese",3,4,563,190,0,28,401,INR,COD,Delivered,,45.0
762,2024-10-20 19:00:04,2024-10-20,71902,68102,"Vadiwadi,Vadodara","Fast Food,Snacks",3,4,460,0,15,23,498,INR,Card,Delivered,3.0,15.0
763,2026-01-01 09:44:25,2026-01-01,81647,552743,Guntur,"Fast Food,Snacks",2,2,230,76,15,12,181,INR,UPI,Delivered,3.0,48.0
764,2024-02-28 13:21:19,2024-02-28,35124,464981,Madurai,Juices,2,3,431,0,20,22,473,INR,Card,Delivered,3.0,22.0
765,2025-08-16 11:17:14,2025-08-16,94204,404930,"South Kolkata,Kolkata","American,Fast Food",1,1,110,0,15,6,131,INR,UPI,Delivered,4.0,40.0
766,2026-04-23 19:14:52,2026-04-23,40725,344443,Karimnagar,"Biryani,Chinese",2,4,404,67,20,20,377,INR,Wallet,Delivered,4.0,43.0
767,2026-04-14 20:39:13,2026-04-14,79799,216555,Rohtak,"Italian,North Indian",1,1,117,0,20,6,143,INR,UPI,Delivered,4.0,13.0
768,2025-06-18 12:57:14,2025-06-18,9111,355667,"Arekere,Bangalore","Chinese,Desserts",5,5,1039,200,25,52,916,INR,UPI,Delivered,,40.0
769,2026-03-10 21:33:31,2026-03-10,12483,262711,Bardhaman,"Tandoor,Kebabs",3,3,183,0,0,9,192,INR,UPI,Delivered,,19.0
770,2025-08-14 07:22:33,2025-08-14,95056,69274,"Central Bangalore,Bangalore","Bakery,Beverages",2,2,117,0,25,6,148,INR,COD,Delivered,4.0,42.0
771,2025-09-05 12:13:35,2025-09-05,96354,405919,"Kammanahalli/Kalyan Nagar,Bangalore","North Indian,Continental",2,2,362,0,15,18,395,INR,Card,Delivered,,28.0
772,2025-03-16 18:57:24,2025-03-16,25657,501139,"Adyar,Chennai","Bakery,Desserts",4,4,357,126,0,18,249,INR,UPI,Delivered,4.0,33.0
773,2025-04-05 18:35:48,2025-04-05,75811,259808,Alwar,"Fast Food,Chinese",3,5,640,0,20,32,692,INR,UPI,Delivered,4.0,12.0
774,2024-06-08 13:36:16,2024-06-08,32026,69061,"Chukkuwala,Dehradun","Healthy Food,Salads",1,1,232,0,0,12,244,INR,COD,Delivered,,28.0
775,2024-02-02 20:18:00,2024-02-02,26065,38041,"Sangvi,Pune","Pizzas,Italian",1,1,236,0,0,12,248,INR,Wallet,Delivered,,26.0
776,2024-01-08 21:28:46,2024-01-08,30937,5957,"Bandra West,Mumbai",Indian,1,1,154,0,0,8,162,INR,Card,Delivered,5.0,39.0
777,2026-01-09 19:09:55,2026-01-09,88751,121158,"Vanasthalipuram,Hyderabad","Chinese,Indian",4,4,378,116,0,19,281,INR,Wallet,Delivered,,11.0
778,2026-02-01 09:19:18,2026-02-01,47863,106429,Rajahmundry,"Chinese,Indian",2,2,226,50,20,11,207,INR,Wallet,Delivered,5.0,29.0
779,2026-05-21 21:33:39,2026-05-21,64095,408846,"Mysore North,Mysore",Indian,3,4,550,110,15,28,483,INR,COD,Delivered,,33.0
780,2025-08-04 18:32:47,2025-08-04,65046,75091,"Kammanahalli/Kalyan Nagar,Bangalore","Ice Cream,Desserts",2,4,209,63,15,10,171,INR,UPI,Delivered,,38.0
781,2026-05-08 20:33:24,2026-05-08,15543,3531,"Shivaji Nagar,Pune","Lebanese,North Indian",2,2,203,0,0,10,213,INR,UPI,Delivered,5.0,20.0
782,2026-04-19 21:27:18,2026-04-19,12479,349431,"Manasarovar,Jaipur","Beverages,Italian",2,2,196,0,20,10,226,INR,UPI,Cancelled,,
783,2024-05-16 20:53:44,2024-05-16,79217,335692,"Chinar Park,Kolkata","Indian,Chinese",1,1,137,0,25,7,169,INR,UPI,Delivered,4.0,8.0
784,2025-08-02 20:19:08,2025-08-02,35694,157217,Rudrapur,North Indian,2,2,185,0,0,9,194,INR,UPI,Delivered,,42.0
785,2026-02-07 17:40:51,2026-02-07,65704,99594,Kolhapur,North Indian,1,1,285,0,49,14,348,INR,Wallet,Delivered,,36.0
786,2026-03-07 19:37:42,2026-03-07,49795,338397,Noida-1,South Indian,2,3,468,0,0,23,491,INR,UPI,Delivered,4.0,21.0
787,2026-04-23 20:12:08,2026-04-23,35967,54527,"Lajpat Nagar,Delhi","Snacks,American",1,2,120,0,25,6,151,INR,Wallet,Delivered,,28.0
788,2026-03-06 18:13:13,2026-03-06,99488,15159,Warangal,"Fast Food,Snacks",1,1,103,39,49,5,118,INR,UPI,Delivered,5.0,17.0
789,2026-01-25 20:24:10,2026-01-25,49754,441551,Bhavnagar,Pizzas,6,6,1448,0,15,72,1535,INR,COD,Delivered,4.0,43.0
790,2025-07-21 13:26:03,2025-07-21,18268,511278,Ongole,"Biryani,Snacks",4,6,2015,0,0,101,2116,INR,Card,Delivered,5.0,41.0
791,2025-06-29 13:01:45,2025-06-29,92329,375002,Jalpaiguri,"South Indian,Beverages",2,2,340,0,20,17,377,INR,Wallet,Delivered,,38.0
792,2026-06-21 07:05:01,2026-06-21,2597,498896,Jodhpur,Salads,4,5,407,84,15,20,358,INR,UPI,Delivered,5.0,36.0
793,2026-04-22 13:31:57,2026-04-22,11480,378458,"BTM,Bangalore","Bengali,Indian",2,2,260,0,0,13,273,INR,COD,Delivered,,24.0
794,2024-11-01 20:24:21,2024-11-01,10160,513126,"Kestopur,Kolkata","Indian,Chinese",4,5,806,0,15,40,861,INR,UPI,Delivered,,24.0
795,2025-11-03 14:44:01,2025-11-03,34310,116750,Erode,South Indian,2,2,220,0,20,11,251,INR,Card,Delivered,,18.0
796,2024-03-14 19:52:50,2024-03-14,9233,119541,Muzaffarnagar,Pizzas,1,3,846,0,25,42,913,INR,UPI,Delivered,3.0,34.0
797,2026-04-14 16:38:39,2026-04-14,4412,473575,Dhule,Fast Food,2,3,597,0,35,30,662,INR,Wallet,Delivered,4.0,42.0
798,2024-10-11 12:32:35,2024-10-11,7673,406863,"HSR,Bangalore","Beverages,Juices",1,1,35,0,0,2,37,INR,Card,Delivered,4.0,30.0
799,2025-06-01 21:15:01,2025-06-01,7795,116112,Nizamabad,"North Indian,Biryani",1,3,567,0,35,28,630,INR,Card,Delivered,,8.0
800,2026-04-09 17:55:08,2026-04-09,34975,1745,Sultanpur,"Mughlai,North Indian",2,2,693,0,35,35,763,INR,Card,Delivered,,37.0
801,2026-04-08 22:57:00,2026-04-08,63699,18110,"South Kolkata,Kolkata",Bengali,5,7,4562,1398,20,228,3412,INR,Card,Delivered,3.0,32.0
802,2026-03-29 13:12:58,2026-03-29,85514,154840,Adityapur,"South Indian,Indian",4,4,600,163,20,30,487,INR,UPI,Delivered,,9.0
803,2025-06-24 17:50:40,2025-06-24,62968,12031,"Kirti Nagar,Delhi","Ice Cream,Desserts",1,1,152,0,25,8,185,INR,Card,Delivered,5.0,56.0
804,2026-02-20 20:35:21,2026-02-20,44892,44262,"Villivakkam,Chennai","Chinese,North Indian",2,2,351,0,25,18,394,INR,UPI,Delivered,,17.0
805,2025-07-27 13:04:42,2025-07-27,52317,81181,"Mysore North,Mysore","Chaat,North Indian",2,3,450,0,25,22,497,INR,UPI,Delivered,4.0,24.0
806,2026-06-18 19:07:21,2026-06-18,61831,238176,"Panchkula,Chandigarh","Biryani,Mughlai",1,1,421,0,35,21,477,INR,UPI,Delivered,5.0,33.0
807,2026-01-24 11:57:07,2026-01-24,17837,106660,Agartala,"Chinese,Asian",3,4,976,0,35,49,1060,INR,NetBanking,Delivered,,15.0
808,2026-01-03 09:26:22,2026-01-03,2776,336062,Faridabad,"American,Burgers",2,2,198,0,20,10,228,INR,UPI,Refunded,,
809,2026-04-12 20:26:25,2026-04-12,60873,128158,Guntur,"North Indian,Barbecue",1,2,202,43,49,10,218,INR,UPI,Delivered,,25.0
810,2025-12-27 15:58:59,2025-12-27,78886,226092,Burhanpur,"Chaat,Indian",5,5,387,147,20,19,279,INR,NetBanking,Delivered,5.0,39.0
811,2025-08-22 17:54:43,2025-08-22,50461,558949,"Kirti Nagar,Delhi","Snacks,Chinese",2,2,334,79,25,17,297,INR,UPI,Delivered,3.0,25.0
812,2026-02-13 19:48:46,2026-02-13,64048,244293,Palakkad,"Arabian,Biryani",1,2,250,0,0,12,262,INR,Card,Delivered,3.0,16.0
813,2026-05-12 15:43:33,2026-05-12,30836,566338,"Lingampally & Nalagandla,Hyderabad","Biryani,Snacks",3,4,989,0,15,49,1053,INR,UPI,Delivered,,45.0
814,2026-02-20 21:47:02,2026-02-20,32910,287141,Rewari,"Desserts,Ice Cream",3,4,548,183,0,27,392,INR,UPI,Delivered,5.0,36.0
815,2025-10-31 21:01:33,2025-10-31,20110,454649,"Magarpatta,Pune","Thalis,Fast Food",3,3,215,0,20,11,246,INR,Wallet,Delivered,4.0,12.0
816,2025-09-06 21:02:43,2025-09-06,98899,46653,"Vasant Kunj,Delhi","Tibetan,Healthy Food",2,3,556,0,35,28,619,INR,NetBanking,Delivered,4.0,32.0
817,2025-12-21 09:08:03,2025-12-21,33889,467589,"Kukatpally,Hyderabad","Beverages,Ice Cream",3,3,726,212,0,36,550,INR,COD,Delivered,3.0,39.0
818,2026-03-04 12:19:27,2026-03-04,16582,382287,Chalakkudy,"Beverages,Desserts",5,6,668,173,25,33,553,INR,Wallet,Delivered,4.0,28.0
819,2026-03-18 20:38:18,2026-03-18,73957,149962,Durgapur,"North Indian,Chinese",3,3,505,70,15,25,475,INR,UPI,Delivered,,26.0
820,2024-01-14 20:08:10,2024-01-14,15506,303617,"Ashok Vihar,Delhi","North Indian,South Indian",1,1,92,0,15,5,112,INR,Wallet,Delivered,5.0,28.0
821,2025-08-11 20:20:44,2025-08-11,39272,563761,"Vastrapur,Ahmedabad",Beverages,1,1,160,0,35,8,203,INR,UPI,Delivered,4.0,32.0
822,2025-07-20 15:23:26,2025-07-20,32330,64530,"Vijay Nagar,Indore","Pizzas,Fast Food",6,6,689,236,15,34,502,INR,Card,Delivered,5.0,24.0
823,2024-04-20 12:26:43,2024-04-20,603,523064,North-goa,"North Indian,Snacks",4,5,1393,0,25,70,1488,INR,UPI,Delivered,4.0,36.0
824,2026-06-07 19:56:47,2026-06-07,78173,375991,"North Mohali,Chandigarh","Chinese,Snacks",3,3,446,0,35,22,503,INR,UPI,Delivered,4.0,15.0
825,2024-06-26 16:00:47,2024-06-26,43149,331688,"Dumdum,Kolkata",South Indian,3,6,692,0,0,35,727,INR,UPI,Delivered,,40.0
826,2026-06-14 08:52:02,2026-06-14,26224,240795,Kakinada,Pizzas,1,1,95,0,0,5,100,INR,UPI,Delivered,5.0,36.0
827,2026-03-29 09:03:52,2026-03-29,93829,413638,"Basaveshwaranagar,Bangalore","Desserts,Bakery",4,4,466,0,35,23,524,INR,UPI,Delivered,,37.0
828,2024-07-16 18:13:21,2024-07-16,46822,267156,"Yeshwanthpur,Bangalore",Beverages,2,2,340,74,35,17,318,INR,Card,Delivered,4.0,36.0
829,2025-02-17 22:34:40,2025-02-17,26871,451649,Berhampur,"Chinese,Biryani",4,4,537,0,15,27,579,INR,UPI,Delivered,4.0,35.0
830,2024-12-27 20:13:51,2024-12-27,92496,103838,Gondal,"Thalis,North Indian",2,3,427,140,0,21,308,INR,COD,Refunded,,
831,2025-04-02 23:23:08,2025-04-02,77991,401908,"Kothapet & Dilsukhnagar,Hyderabad",Indian,3,4,415,118,49,21,367,INR,COD,Delivered,,30.0
832,2025-02-28 12:34:20,2025-02-28,14820,364923,Madurai,Pizzas,2,2,468,0,15,23,506,INR,UPI,Cancelled,,
833,2025-10-10 09:51:58,2025-10-10,66814,561478,Tirupati,"Arabian,Chinese",1,1,79,16,35,4,102,INR,Wallet,Delivered,,45.0
834,2025-03-28 20:35:06,2025-03-28,85411,438361,"Tarnaka, Nacharam & Malkajigiri,Hyderabad","Chinese,Indian",2,2,852,0,35,43,930,INR,Card,Delivered,3.0,32.0
835,2025-12-03 12:51:10,2025-12-03,64200,483398,Narasaraopet,"Beverages,Ice Cream",4,4,394,0,20,20,434,INR,UPI,Delivered,5.0,11.0
836,2025-03-09 18:57:03,2025-03-09,56306,506062,"Laxmi Nagar,Delhi",Snacks,3,3,417,0,15,21,453,INR,Card,Cancelled,,
837,2024-05-10 19:39:21,2024-05-10,26545,148227,Sagar,"North Indian,Chinese",2,2,174,50,25,9,158,INR,COD,Cancelled,,
838,2025-10-01 14:02:05,2025-10-01,58543,393557,"Governorpet,Vijayawada",Indian,1,1,246,0,25,12,283,INR,UPI,Delivered,5.0,37.0
839,2026-02-20 20:41:12,2026-02-20,77216,568906,"Raj Nagar,Noida","North Indian,Tandoor",3,5,1011,157,25,51,930,INR,COD,Delivered,5.0,41.0
840,2025-07-15 18:11:11,2025-07-15,20510,330086,"Nungambakkam,Chennai","South Indian,Beverages",1,1,282,0,25,14,321,INR,UPI,Delivered,5.0,21.0
841,2025-05-27 15:29:57,2025-05-27,76738,22068,"Adyar,Chennai","Chinese,Thai",3,3,2151,0,15,108,2274,INR,Card,Delivered,5.0,27.0
842,2024-10-03 14:32:35,2024-10-03,45400,255770,"Arekere,Bangalore","Home Food,Indian",3,4,545,0,20,27,592,INR,UPI,Delivered,,14.0
843,2026-06-28 08:42:40,2026-06-28,82630,505801,"Himayath Nagar,Hyderabad","South Indian,Chinese",3,4,231,0,15,12,258,INR,Card,Delivered,5.0,51.0
844,2024-08-30 21:54:29,2024-08-30,94822,414630,"Indirapuram,Delhi","North Indian,Chinese",2,3,805,232,15,40,628,INR,Wallet,Delivered,5.0,37.0
845,2024-06-12 20:20:46,2024-06-12,86385,219476,"Rajouri Garden,Delhi",Bakery,1,1,84,0,15,4,103,INR,UPI,Delivered,,41.0
846,2024-11-15 20:47:23,2024-11-15,5888,91103,"Indiranagar,Bangalore","Italian,Pizzas",1,1,792,0,25,40,857,INR,Card,Delivered,5.0,25.0
847,2024-08-17 14:03:11,2024-08-17,77317,185564,Hapur,"Beverages,Desserts",4,5,362,99,20,18,301,INR,UPI,Delivered,,26.0
848,2025-02-02 13:28:15,2025-02-02,60199,537176,"Yelahanka,Bangalore",Chinese,1,1,109,21,15,5,108,INR,UPI,Delivered,4.0,27.0
849,2024-04-18 15:10:51,2024-04-18,27410,320207,"Narhe,Pune","Biryani,Malwani",3,3,554,0,20,28,602,INR,UPI,Delivered,4.0,36.0
850,2026-05-09 21:41:53,2026-05-09,27889,43175,"South Extension,Delhi","Desserts,Bakery",2,4,2279,517,0,114,1876,INR,Card,Delivered,5.0,25.0
851,2025-09-10 07:58:16,2025-09-10,18529,185000,Firozpur,"North Indian,Beverages",2,3,381,0,15,19,415,INR,Wallet,Delivered,5.0,53.0
852,2024-06-11 13:50:07,2024-06-11,64090,487384,"Kharadi,Pune","Pizzas,Italian",2,2,511,0,25,26,562,INR,UPI,Delivered,,25.0
853,2025-03-23 16:41:10,2025-03-23,97370,483086,Imphal,"Thalis,Indian",4,4,699,0,25,35,759,INR,NetBanking,Delivered,,41.0
854,2024-06-25 20:50:40,2024-06-25,33126,387466,"Kammanahalli/Kalyan Nagar,Bangalore","Chinese,Asian",2,2,704,0,49,35,788,INR,Wallet,Delivered,4.0,32.0
855,2026-05-30 20:04:33,2026-05-30,1617,385046,"Vijay Nagar,Indore","Fast Food,Desserts",3,3,465,0,49,23,537,INR,Card,Delivered,,26.0
856,2025-04-20 14:13:14,2025-04-20,79377,2055,"Pimple Saudagar,Pune","North Indian,Biryani",1,1,155,0,15,8,178,INR,COD,Delivered,4.0,29.0
857,2025-10-01 22:36:16,2025-10-01,23496,479264,"Mysore South,Mysore","Italian,Pizzas",2,2,303,0,25,15,343,INR,UPI,Delivered,3.0,25.0
858,2025-09-15 14:01:52,2025-09-15,13176,57973,"Mylapore,Chennai","Juices,Beverages",1,1,123,49,15,6,95,INR,UPI,Delivered,4.0,32.0
859,2026-04-10 21:57:52,2026-04-10,36265,190513,"Kammanahalli/Kalyan Nagar,Bangalore","Home Food,North Indian",1,1,152,0,0,8,160,INR,Card,Delivered,4.0,28.0
860,2024-07-27 19:57:06,2024-07-27,87187,542930,"Koramangala,Bangalore","Pizzas,Italian",3,3,407,0,20,20,447,INR,UPI,Delivered,5.0,24.0
861,2024-03-03 12:22:49,2024-03-03,66958,87991,"Garia,Kolkata","Indian,Chinese",2,2,202,0,20,10,232,INR,Wallet,Delivered,,41.0
862,2025-09-29 12:45:54,2025-09-29,55471,546258,Vizianagaram,"Biryani,Indian",1,1,109,0,25,5,139,INR,UPI,Delivered,,50.0
863,2024-04-17 13:44:36,2024-04-17,93843,16842,"Bavdhan,Pune","Biryani,Mughlai",2,2,704,0,0,35,739,INR,UPI,Delivered,,28.0
864,2025-01-29 22:16:16,2025-01-29,58262,8047,"Salt Lake,Kolkata","Seafood,Chinese",1,1,343,0,49,17,409,INR,UPI,Delivered,4.0,27.0
865,2025-06-15 09:58:06,2025-06-15,55334,120649,"Bibwewadi,Pune","Fast Food,Snacks",3,4,316,39,15,16,308,INR,COD,Delivered,,41.0
866,2025-10-10 16:08:29,2025-10-10,70025,167754,"Behala,Kolkata","Indian,Chinese",4,4,345,0,20,17,382,INR,COD,Delivered,,12.0
867,2024-05-10 09:59:58,2024-05-10,87906,455459,Washim,"Pizzas,Snacks",2,2,420,131,20,21,330,INR,UPI,Delivered,5.0,30.0
868,2026-03-21 12:56:03,2026-03-21,784,128465,"Rajouri Garden,Delhi","Indian,Chinese",2,2,200,0,0,10,210,INR,UPI,Delivered,,31.0
869,2024-09-06 20:35:36,2024-09-06,64679,527474,Golaghat,"Sweets,Chaat",3,3,479,0,35,24,538,INR,Wallet,Delivered,4.0,47.0
870,2024-05-23 19:16:37,2024-05-23,38704,536672,"Indira Nagar,Lucknow","North Indian,Chinese",1,1,66,0,35,3,104,INR,NetBanking,Delivered,,34.0
871,2025-06-22 14:26:13,2025-06-22,36949,500082,"George Town,Chennai","Chinese,Indian",1,1,79,0,35,4,118,INR,UPI,Delivered,3.0,15.0
872,2026-06-30 17:53:28,2026-06-30,83535,354356,Hisar,Indian,1,1,40,12,20,2,50,INR,NetBanking,Delivered,4.0,25.0
873,2026-02-17 16:24:20,2026-02-17,65102,460967,"Navrangpura,Ahmedabad","Snacks,Indian",5,5,2164,650,15,108,1637,INR,Wallet,Delivered,,42.0
874,2024-07-14 12:09:39,2024-07-14,39747,47458,"Royapettah,Chennai","North Indian,South Indian",4,7,2272,744,15,114,1657,INR,Wallet,Delivered,4.0,48.0
875,2025-03-27 20:57:14,2025-03-27,43581,21666,"Koramangala,Bangalore","Arabian,Lebanese",6,6,2010,0,35,100,2145,INR,UPI,Delivered,,19.0
876,2025-11-14 19:25:53,2025-11-14,5247,481689,"Benz Circle and Auto Nagar,Vijayawada","North Indian,Andhra",4,4,467,0,20,23,510,INR,Card,Delivered,,26.0
877,2026-06-16 13:58:07,2026-06-16,84865,464722,"Adyar,Chennai","Snacks,Chinese",3,7,3103,0,49,155,3307,INR,Card,Delivered,5.0,37.0
878,2025-03-28 17:29:58,2025-03-28,30853,169041,"Piplod,Surat","North Indian,Punjabi",1,1,141,24,0,7,124,INR,NetBanking,Delivered,5.0,38.0
879,2025-12-17 13:35:08,2025-12-17,50803,112612,Patna,"Indian,Chinese",1,1,84,0,20,4,108,INR,UPI,Delivered,4.0,24.0
880,2024-06-13 08:34:22,2024-06-13,96743,462213,"Gomti Nagar,Lucknow","Chinese,Street Food",5,5,537,105,25,27,484,INR,Wallet,Delivered,,46.0
881,2024-12-23 13:55:06,2024-12-23,72556,390296,Rajkot,"Pizzas,Pastas",1,1,142,52,0,7,97,INR,Card,Delivered,,37.0
882,2026-03-08 18:09:07,2026-03-08,81822,508405,"Indira Nagar,Lucknow","Pizzas,Fast Food",3,5,645,0,0,32,677,INR,UPI,Delivered,4.0,38.0
883,2024-11-03 20:40:30,2024-11-03,15856,334930,"Vashi,Mumbai","South Indian,Indian",1,1,170,0,25,8,203,INR,Wallet,Delivered,5.0,36.0
884,2025-08-11 13:35:04,2025-08-11,53025,102037,Adityapur,"South Indian,Indian",2,2,195,66,20,10,159,INR,UPI,Delivered,5.0,28.0
885,2026-05-21 07:53:58,2026-05-21,30178,561102,"Jasola,Delhi","Bakery,Desserts",2,2,341,0,0,17,358,INR,Wallet,Delivered,3.0,36.0
886,2025-07-26 20:24:16,2025-07-26,21641,63990,"Raj Nagar,Noida","Chinese,Thai",2,3,702,110,20,35,647,INR,Card,Delivered,,33.0
887,2024-06-06 20:43:07,2024-06-06,97206,71429,"Connaught Place,Delhi",Beverages,2,2,266,0,20,13,299,INR,UPI,Cancelled,,
888,2026-04-14 17:46:08,2026-04-14,15604,510844,Nellore,"South Indian,North Indian",2,4,941,0,0,47,988,INR,UPI,Delivered,4.0,19.0
889,2025-11-11 14:18:17,2025-11-11,35308,504554,"Navrangpura,Ahmedabad","Pizzas,Pastas",1,3,450,0,20,22,492,INR,Wallet,Delivered,4.0,27.0
890,2024-11-07 19:07:20,2024-11-07,53082,250108,Malout,"Salads,Pizzas",1,1,110,0,35,6,151,INR,COD,Delivered,,13.0
891,2025-03-01 19:45:46,2025-03-01,97936,12396,"Jayanagar,Bangalore","North Indian,Chinese",1,1,179,0,0,9,188,INR,COD,Delivered,4.0,32.0
892,2025-09-16 21:57:02,2025-09-16,59214,489184,Phagwara,Fast Food,1,1,81,0,49,4,134,INR,COD,Delivered,5.0,30.0
893,2025-10-28 20:24:23,2025-10-28,24655,454480,Faridabad,"Chinese,Thai",2,2,208,39,25,10,204,INR,COD,Delivered,4.0,39.0
894,2026-03-23 13:50:53,2026-03-23,19296,350017,Madurai,"Healthy Food,Salads",2,2,710,0,20,36,766,INR,COD,Delivered,4.0,31.0
